Date and Time,Temperature [°C],Humidity [%RH],Wind Speed [m/s],Gust Speed [m/s],Wind Direction,Rain [mm],Battery Status
2023-10-04 18:09:24.375573,16.7,66,0.6,1.3,NW,17.1,OK
2023-10-04 18:09:24.904687,16.7,66,0.6,1.3,NW,17.1,OK
2023-10-04 18:10:12.706586,16.7,66,0.6,1.0,NW,17.1,OK
2023-10-04 18:11:00.370201,16.7,67,0.3,1.0,NW,17.1,OK
2023-10-04 18:11:00.935480,16.7,67,0.3,1.0,NW,17.1,OK
2023-10-04 18:12:36.929642,16.6,67,0.6,1.0,NW,17.1,OK
2023-10-04 18:13:24.423402,16.6,67,0.3,0.6,NW,17.1,OK
2023-10-04 18:14:12.366216,16.6,67,0.6,1.0,NNW,17.1,OK
2023-10-04 18:15:00.634182,16.6,67,0.6,1.0,NW,17.1,OK
2023-10-04 18:15:48.368841,16.5,67,1.0,1.3,NW,17.1,OK
2023-10-04 18:16:36.705838,16.5,68,1.0,1.7,NNW,17.1,OK
2023-10-04 18:17:24.363688,16.5,68,1.3,1.7,NW,17.1,OK
2023-10-04 18:17:24.911674,16.5,68,1.3,1.7,NW,17.1,OK
2023-10-04 18:18:12.710307,16.4,68,1.0,1.7,NW,17.1,OK
2023-10-04 18:19:00.365080,16.4,68,1.3,1.7,NW,17.1,OK
2023-10-04 18:19:48.626895,16.4,68,1.0,1.7,NW,17.1,OK
2023-10-04 18:20:36.364634,16.3,68,1.0,1.3,NW,17.1,OK
2023-10-04 18:20:36.921718,16.3,68,1.0,1.3,NW,17.1,OK
2023-10-04 18:21:24.653386,16.3,68,1.3,2.0,NW,17.1,OK
2023-10-04 18:22:12.356311,16.3,68,1.3,2.0,NW,17.1,OK
2023-10-04 18:22:12.886282,16.3,68,1.3,2.0,NW,17.1,OK
2023-10-04 18:23:00.717968,16.3,68,1.0,1.3,NW,17.1,OK
2023-10-04 18:23:48.359825,16.3,68,1.3,1.7,N,17.1,OK
2023-10-04 18:24:36.603620,16.3,68,1.7,2.0,NW,17.1,OK
2023-10-04 18:25:24.356388,16.3,68,0.6,1.0,NNW,17.1,OK
2023-10-04 18:26:12.623313,16.4,68,0.3,0.6,NW,17.1,OK
2023-10-04 18:27:00.836889,16.4,67,1.0,1.7,N,17.1,OK
2023-10-04 18:27:48.329684,16.4,67,1.0,1.7,NW,17.1,OK
2023-10-04 18:28:36.358446,16.4,67,0.6,1.3,N,17.1,OK
2023-10-04 18:29:24.541196,16.4,67,1.3,1.7,NW,17.1,OK
2023-10-04 18:30:12.354160,16.4,67,0.6,1.3,N,17.1,OK
2023-10-04 18:31:48.348558,16.4,67,1.0,1.3,NNE,17.1,OK
2023-10-04 18:31:48.861694,16.4,67,1.0,1.3,NNE,17.1,OK
2023-10-04 18:32:36.481496,16.4,67,0.3,1.0,NW,17.1,OK
2023-10-04 18:33:24.345242,16.4,67,0.3,0.6,NW,17.1,OK
2023-10-04 18:33:24.889190,16.4,67,0.3,0.6,NW,17.1,OK
2023-10-04 18:34:12.721915,16.3,67,0.0,1.0,N,17.1,OK
2023-10-04 18:35:00.341677,16.3,67,1.0,1.3,W,17.1,OK
2023-10-04 18:35:48.731666,16.3,67,1.0,1.3,N,17.1,OK
2023-10-04 18:36:36.345261,16.2,68,0.6,1.0,NW,17.1,OK
2023-10-04 18:36:36.959385,16.2,68,0.6,1.0,NW,17.1,OK
2023-10-04 18:37:24.723123,16.2,68,0.6,1.0,NW,17.1,OK
2023-10-04 18:38:12.341001,16.2,68,0.6,1.0,NW,17.1,OK
2023-10-04 18:39:00.736624,16.1,69,1.0,1.3,NW,17.1,OK
2023-10-04 18:39:48.336695,16.1,69,0.6,1.0,NW,17.1,OK
2023-10-04 18:39:48.903717,16.1,69,0.6,1.0,NW,17.1,OK
2023-10-04 18:40:36.625539,16.0,69,0.3,0.6,NW,17.1,OK
2023-10-04 18:41:24.899526,16.0,70,0.3,0.6,NW,17.1,OK
2023-10-04 18:43:00.335011,15.9,70,1.0,1.3,NW,17.1,OK
2023-10-04 18:43:48.450872,15.8,70,1.0,1.3,NW,17.1,OK
2023-10-04 18:44:36.331566,15.8,70,1.0,1.3,NW,17.1,OK
2023-10-04 18:45:24.662272,15.7,70,1.0,1.3,NW,17.1,OK
2023-10-04 18:46:12.330114,15.7,70,1.0,1.3,NW,17.1,OK
2023-10-04 18:47:00.718983,15.6,70,1.3,1.7,NW,17.1,OK
2023-10-04 18:47:48.329722,15.6,70,1.0,1.3,NW,17.1,OK
2023-10-04 18:47:48.947919,15.6,70,1.0,1.3,NW,17.1,OK
2023-10-04 18:48:36.679567,15.6,71,1.0,1.3,NW,17.1,OK
2023-10-04 18:49:24.325430,15.5,71,1.3,1.7,NW,17.1,OK
2023-10-04 18:49:24.923350,15.5,71,1.3,1.7,NW,17.1,OK
2023-10-04 18:50:12.635292,15.5,71,1.3,1.7,NW,17.1,OK
2023-10-04 18:51:00.324170,15.5,71,1.3,1.7,N,17.1,OK
2023-10-04 18:51:00.904027,15.5,71,1.3,1.7,N,17.1,OK
2023-10-04 18:51:48.560624,15.5,71,1.0,1.3,NNW,17.1,OK
2023-10-04 18:52:36.320673,15.5,71,0.3,1.0,NW,17.1,OK
2023-10-04 18:52:36.960613,15.5,71,0.3,1.0,NW,17.1,OK
2023-10-04 18:53:24.712275,15.5,71,1.0,1.3,NW,17.1,OK
2023-10-04 18:54:12.321255,15.5,71,1.0,1.3,NW,17.1,OK
2023-10-04 18:54:12.898192,15.5,71,1.0,1.3,NW,17.1,OK
2023-10-04 18:55:00.718969,15.4,71,1.3,1.7,NW,17.1,OK
2023-10-04 18:55:48.319653,15.4,71,1.3,1.7,NNW,17.1,OK
2023-10-04 18:55:48.876743,15.4,71,1.3,1.7,NNW,17.1,OK
2023-10-04 18:57:24.884251,15.4,71,1.0,1.7,NW,17.1,OK
2023-10-04 18:58:12.358093,15.3,71,1.3,1.7,NW,17.1,OK
2023-10-04 18:59:00.313843,15.3,71,1.3,1.7,NW,17.1,OK
2023-10-04 18:59:48.560698,15.3,71,1.0,1.3,NW,17.1,OK
2023-10-04 19:00:36.310462,15.3,71,1.0,1.3,NW,17.1,OK
2023-10-04 19:01:24.522327,15.3,71,1.3,1.7,NW,17.1,OK
2023-10-04 19:02:12.310091,15.3,71,1.3,1.7,NW,17.1,OK
2023-10-04 19:02:12.890071,15.3,71,1.3,1.7,NW,17.1,OK
2023-10-04 19:03:00.660790,15.2,71,0.6,1.0,NW,17.1,OK
2023-10-04 19:03:48.310663,15.2,71,0.6,1.3,NW,17.1,OK
2023-10-04 19:03:48.945698,15.2,71,0.6,1.3,NW,17.1,OK
2023-10-04 19:04:36.696335,15.2,71,1.0,1.7,NW,17.1,OK
2023-10-04 19:05:24.305142,15.2,71,1.0,1.7,S,17.1,OK
2023-10-04 19:06:12.657994,15.2,71,0.6,1.0,NW,17.1,OK
2023-10-04 19:07:00.306670,15.2,71,0.3,0.3,W,17.1,OK
2023-10-04 19:07:48.694378,15.2,71,1.3,1.7,NW,17.1,OK
2023-10-04 19:08:36.307382,15.2,71,1.0,1.3,N,17.1,OK
2023-10-04 19:08:36.864354,15.2,71,1.0,1.3,N,17.1,OK
2023-10-04 19:09:24.669131,15.2,71,0.3,0.6,NW,17.1,OK
2023-10-04 19:10:12.300903,15.2,71,0.6,1.0,NW,17.1,OK
2023-10-04 19:10:12.852935,15.2,71,0.6,1.0,NW,17.1,OK
2023-10-04 19:11:00.385632,15.2,71,1.0,1.3,N,17.1,OK
2023-10-04 19:11:48.792565,15.2,71,1.0,1.3,NW,17.1,OK
2023-10-04 19:13:24.293950,15.2,71,2.0,2.3,NNW,17.1,OK
2023-10-04 19:14:12.478971,15.2,71,1.0,1.3,NW,17.1,OK
2023-10-04 19:15:00.296512,15.2,71,1.0,1.7,NW,17.1,OK
2023-10-04 19:15:48.496474,15.3,71,1.3,1.7,NNW,17.1,OK
2023-10-04 19:16:36.291125,15.3,71,1.3,1.7,NW,17.1,OK
2023-10-04 19:17:24.571943,15.3,71,0.6,1.0,NNW,17.1,OK
2023-10-04 19:18:12.290916,15.3,71,1.3,1.7,NNW,17.1,OK
2023-10-04 19:18:12.855767,15.3,71,1.3,1.7,NNW,17.1,OK
2023-10-04 19:19:00.533476,15.3,71,1.3,1.7,NW,17.1,OK
2023-10-04 19:19:48.288343,15.3,71,1.3,1.7,NNW,17.1,OK
2023-10-04 19:19:48.888349,15.3,71,1.3,1.7,NNW,17.1,OK
2023-10-04 19:20:36.687107,15.3,71,1.0,1.7,NW,17.1,OK
2023-10-04 19:21:24.287975,15.3,71,1.0,1.3,NW,17.1,OK
2023-10-04 19:21:24.891862,15.3,71,1.0,1.3,NW,17.1,OK
2023-10-04 19:22:12.693577,15.3,71,1.0,1.3,NW,17.1,OK
2023-10-04 19:23:00.284342,15.3,71,1.0,1.7,N,17.1,OK
2023-10-04 19:23:00.825458,15.3,71,1.0,1.7,N,17.1,OK
2023-10-04 19:23:48.630264,15.3,71,1.0,1.3,NW,17.1,OK
2023-10-04 19:24:36.283969,15.3,70,1.0,1.3,NW,17.1,OK
2023-10-04 19:24:36.926018,15.3,70,1.0,1.3,NW,17.1,OK
2023-10-04 19:25:24.567980,15.3,70,1.0,1.7,N,17.1,OK
2023-10-04 19:26:12.283684,15.3,70,1.7,2.0,N,17.1,OK
2023-10-04 19:26:12.898661,15.3,70,1.7,2.0,N,17.1,OK
2023-10-04 19:27:48.280183,15.4,70,1.3,2.0,N,17.1,OK
2023-10-04 19:27:48.881163,15.4,70,1.3,2.0,N,17.1,OK
2023-10-04 19:28:36.386969,15.4,70,1.3,2.0,NNW,17.1,OK
2023-10-04 19:29:24.277664,15.4,70,0.6,1.0,NW,17.1,OK
2023-10-04 19:30:12.600442,15.4,70,0.3,0.6,W,17.1,OK
2023-10-04 19:31:00.279202,15.4,70,0.6,1.0,WNW,17.1,OK
2023-10-04 19:31:48.512105,15.4,70,1.0,1.7,N,17.1,OK
2023-10-04 19:32:36.273780,15.4,70,0.6,1.0,NW,17.1,OK
2023-10-04 19:32:36.890967,15.4,70,0.6,1.0,NW,17.1,OK
2023-10-04 19:33:24.715730,15.4,70,0.3,1.0,N,17.1,OK
2023-10-04 19:34:12.275308,15.4,70,0.3,0.6,W,17.1,OK
2023-10-04 19:34:12.878438,15.4,70,0.3,0.6,W,17.1,OK
2023-10-04 19:35:00.699318,15.3,70,0.3,1.0,W,17.1,OK
2023-10-04 19:35:48.275078,15.3,70,0.3,0.6,W,17.1,OK
2023-10-04 19:35:48.780986,15.3,70,0.3,0.6,W,17.1,OK
2023-10-04 19:36:36.682670,15.3,70,0.3,0.6,W,17.1,OK
2023-10-04 19:37:24.267635,15.3,70,0.3,1.0,NW,17.1,OK
2023-10-04 19:37:24.879566,15.3,70,0.3,1.0,NW,17.1,OK
2023-10-04 19:38:12.659430,15.3,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:39:00.265876,15.3,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:39:00.874191,15.3,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:39:48.679975,15.3,70,1.0,1.7,N,17.1,OK
2023-10-04 19:40:36.265712,15.3,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:40:36.855760,15.3,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:42:12.903263,15.3,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:43:00.293951,15.3,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:43:48.261851,15.3,70,1.7,2.3,NW,17.1,OK
2023-10-04 19:44:36.505741,15.3,70,1.0,1.7,NW,17.1,OK
2023-10-04 19:45:24.258370,15.4,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:46:12.714191,15.4,70,1.0,1.3,N,17.1,OK
2023-10-04 19:47:00.259065,15.4,70,1.0,1.3,NW,17.1,OK
2023-10-04 19:47:48.671661,15.4,70,1.3,1.7,NNW,17.1,OK
2023-10-04 19:48:36.258477,15.4,70,0.6,1.0,N,17.1,OK
2023-10-04 19:48:36.790578,15.4,70,0.6,1.0,N,17.1,OK
2023-10-04 19:49:24.521371,15.4,70,1.3,1.7,NW,17.1,OK
2023-10-04 19:50:12.254121,15.4,70,1.7,2.3,NW,17.1,OK
2023-10-04 19:51:00.635813,15.5,70,1.3,2.0,NW,17.1,OK
2023-10-04 19:51:48.248742,15.5,70,1.0,1.3,NW,17.1,OK
2023-10-04 19:51:48.803800,15.5,70,1.0,1.3,NW,17.1,OK
2023-10-04 19:52:36.656415,15.5,70,1.0,1.3,NW,17.1,OK
2023-10-04 19:53:24.248304,15.5,70,0.6,1.0,NW,17.1,OK
2023-10-04 19:53:24.881328,15.5,70,0.6,1.0,NW,17.1,OK
2023-10-04 19:54:12.619981,15.5,70,1.3,1.7,N,17.1,OK
2023-10-04 19:55:00.244667,15.5,70,0.6,1.0,NW,17.1,OK
2023-10-04 19:55:00.862903,15.5,70,0.6,1.0,NW,17.1,OK
2023-10-04 19:55:48.679698,15.5,70,0.6,1.0,N,17.1,OK
2023-10-04 19:56:36.723304,15.5,70,1.0,1.3,NW,17.1,OK
2023-10-04 19:58:12.246000,15.4,70,0.6,1.0,W,17.1,OK
2023-10-04 19:59:00.412707,15.4,70,0.3,1.0,N,17.1,OK
2023-10-04 19:59:48.239347,15.3,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:00:36.626267,15.3,70,0.3,0.6,NW,17.1,OK
2023-10-04 20:01:24.245141,15.3,70,1.0,1.3,N,17.1,OK
2023-10-04 20:02:12.502929,15.3,70,0.6,1.3,NW,17.1,OK
2023-10-04 20:03:00.238530,15.3,70,1.0,1.3,NW,17.1,OK
2023-10-04 20:03:48.519428,15.3,70,0.3,0.6,NNW,17.1,OK
2023-10-04 20:04:36.236162,15.3,70,1.3,1.7,NW,17.1,OK
2023-10-04 20:05:24.493948,15.3,70,0.6,1.0,N,17.1,OK
2023-10-04 20:06:12.233782,15.2,70,0.6,1.0,NNW,17.1,OK
2023-10-04 20:06:12.824821,15.2,70,0.6,1.0,NNW,17.1,OK
2023-10-04 20:07:00.656480,15.2,70,1.0,1.7,W,17.1,OK
2023-10-04 20:07:48.236871,15.2,70,1.0,1.3,N,17.1,OK
2023-10-04 20:07:48.865426,15.2,70,1.0,1.3,N,17.1,OK
2023-10-04 20:08:36.665047,15.2,70,1.3,2.0,SSW,17.1,OK
2023-10-04 20:09:24.233992,15.2,70,0.3,0.6,NW,17.1,OK
2023-10-04 20:09:24.852999,15.2,70,0.3,0.6,NW,17.1,OK
2023-10-04 20:10:12.658667,15.2,70,0.6,1.0,N,17.1,OK
2023-10-04 20:11:00.229363,15.2,70,1.0,1.3,NW,17.1,OK
2023-10-04 20:11:00.884512,15.2,70,1.0,1.3,NW,17.1,OK
2023-10-04 20:12:36.213971,15.2,70,1.0,1.3,N,17.1,OK
2023-10-04 20:12:36.877122,15.2,70,1.0,1.3,N,17.1,OK
2023-10-04 20:13:24.320821,15.2,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:14:12.223671,15.2,70,1.0,1.7,NW,17.1,OK
2023-10-04 20:15:00.533309,15.2,70,1.0,1.7,N,17.1,OK
2023-10-04 20:15:48.227322,15.2,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:16:36.474951,15.2,70,0.3,0.6,NNW,17.1,OK
2023-10-04 20:17:24.219807,15.2,70,0.3,0.6,NNW,17.1,OK
2023-10-04 20:18:12.651574,15.1,70,0.0,0.3,NNW,17.1,OK
2023-10-04 20:19:00.221224,15.1,70,0.6,1.0,N,17.1,OK
2023-10-04 20:19:00.830376,15.1,70,0.6,1.0,N,17.1,OK
2023-10-04 20:19:48.450100,15.1,70,0.3,1.0,N,17.1,OK
2023-10-04 20:20:36.220914,15.1,70,0.6,1.0,N,17.1,OK
2023-10-04 20:20:36.805006,15.1,70,0.6,1.0,N,17.1,OK
2023-10-04 20:21:24.550849,15.1,70,0.6,1.0,N,17.1,OK
2023-10-04 20:22:12.218748,15.1,70,0.6,1.0,N,17.1,OK
2023-10-04 20:22:12.829734,15.1,70,0.6,1.0,N,17.1,OK
2023-10-04 20:23:00.612386,15.1,70,0.3,0.6,N,17.1,OK
2023-10-04 20:23:48.219923,15.1,70,0.0,0.3,N,17.1,OK
2023-10-04 20:23:48.759409,15.1,70,0.0,0.3,N,17.1,OK
2023-10-04 20:24:36.445005,15.1,70,0.0,0.0,N,17.1,OK
2023-10-04 20:25:24.217878,15.1,70,0.0,0.0,N,17.1,OK
2023-10-04 20:25:24.852940,15.1,70,0.0,0.0,N,17.1,OK
2023-10-04 20:27:00.867675,15.1,70,0.0,0.3,N,17.1,OK
2023-10-04 20:27:48.228397,15.1,70,0.0,0.3,N,17.1,OK
2023-10-04 20:28:36.211156,15.1,70,0.3,0.6,N,17.1,OK
2023-10-04 20:29:24.441032,15.1,70,0.3,0.6,NW,17.1,OK
2023-10-04 20:30:12.206688,15.1,70,0.3,0.6,NW,17.1,OK
2023-10-04 20:31:00.623376,15.1,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:31:48.203443,15.1,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:31:48.758422,15.1,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:32:36.451140,15.1,70,1.3,1.7,NW,17.1,OK
2023-10-04 20:33:24.201042,15.1,70,1.3,1.7,NW,17.1,OK
2023-10-04 20:33:24.815967,15.1,70,1.3,1.7,NW,17.1,OK
2023-10-04 20:34:12.422857,15.1,70,1.0,1.3,NNW,17.1,OK
2023-10-04 20:35:00.199481,15.0,71,1.0,1.3,NNW,17.1,OK
2023-10-04 20:35:00.817539,15.0,71,1.0,1.3,NNW,17.1,OK
2023-10-04 20:35:48.448290,15.0,71,1.3,1.7,NW,17.1,OK
2023-10-04 20:36:36.202161,15.0,71,0.6,1.0,NW,17.1,OK
2023-10-04 20:36:36.777150,15.0,71,0.6,1.0,NW,17.1,OK
2023-10-04 20:37:24.654992,15.0,71,0.6,1.0,NW,17.1,OK
2023-10-04 20:38:12.199687,14.9,71,0.6,1.0,NW,17.1,OK
2023-10-04 20:39:00.626560,14.9,71,1.0,1.3,N,17.1,OK
2023-10-04 20:39:48.197291,14.9,71,0.6,1.3,NW,17.1,OK
2023-10-04 20:39:48.711389,14.9,71,0.6,1.3,NW,17.1,OK
2023-10-04 20:40:36.421003,14.9,71,1.0,1.3,N,17.1,OK
2023-10-04 20:41:24.669791,14.8,71,1.3,2.0,NW,17.1,OK
2023-10-04 20:43:00.190515,14.8,71,1.7,2.0,NW,17.1,OK
2023-10-04 20:43:48.348381,14.8,71,1.7,2.3,NW,17.1,OK
2023-10-04 20:44:36.191034,14.9,71,1.3,1.7,NW,17.1,OK
2023-10-04 20:45:24.486957,14.9,71,1.0,1.7,NW,17.1,OK
2023-10-04 20:46:12.183645,14.9,71,1.0,1.7,NNW,17.1,OK
2023-10-04 20:47:00.627476,14.9,71,1.0,1.7,N,17.1,OK
2023-10-04 20:47:48.186175,14.9,71,1.0,1.3,NW,17.1,OK
2023-10-04 20:48:36.571916,15.0,70,1.3,2.0,NW,17.1,OK
2023-10-04 20:49:24.182720,15.0,70,1.3,1.7,NW,17.1,OK
2023-10-04 20:49:24.783736,15.0,70,1.3,1.7,NW,17.1,OK
2023-10-04 20:50:12.612552,15.0,70,1.3,2.3,NW,17.1,OK
2023-10-04 20:51:00.181359,15.1,70,2.0,2.7,W,17.1,OK
2023-10-04 20:51:48.397002,15.1,70,1.3,2.0,NW,17.1,OK
2023-10-04 20:52:36.177948,15.1,70,1.3,2.0,NNW,17.1,OK
2023-10-04 20:53:24.489780,15.2,70,1.7,2.3,WNW,17.1,OK
2023-10-04 20:54:12.183534,15.2,70,0.6,1.3,NW,17.1,OK
2023-10-04 20:54:12.708595,15.2,70,0.6,1.3,NW,17.1,OK
2023-10-04 20:55:00.395238,15.2,70,1.3,1.7,NW,17.1,OK
2023-10-04 20:55:48.178077,15.2,70,1.3,1.7,NNW,17.1,OK
2023-10-04 20:57:24.148728,15.1,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:57:24.703731,15.1,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:58:12.254379,15.1,70,0.3,0.6,NW,17.1,OK
2023-10-04 20:59:00.172284,15.1,70,0.6,1.0,NW,17.1,OK
2023-10-04 20:59:48.427987,15.0,70,0.6,1.0,NW,17.1,OK
2023-10-04 21:00:36.170714,15.0,70,1.0,1.3,NW,17.1,OK
2023-10-04 21:01:24.487726,15.0,71,0.6,1.0,NNW,17.1,OK
2023-10-04 21:02:12.171560,14.9,71,0.6,1.0,N,17.1,OK
2023-10-04 21:03:00.239131,14.9,71,0.6,1.0,NW,17.1,OK
2023-10-04 21:03:48.167147,14.9,71,0.3,1.0,NW,17.1,OK
2023-10-04 21:04:36.472671,14.8,71,0.3,1.0,NW,17.1,OK
2023-10-04 21:05:24.165551,14.8,71,1.3,1.7,NW,17.1,OK
2023-10-04 21:06:12.509265,14.8,71,1.3,2.0,NW,17.1,OK
2023-10-04 21:07:00.162156,14.8,71,2.3,2.7,NW,17.1,OK
2023-10-04 21:07:48.451017,14.8,71,1.3,2.0,NW,17.1,OK
2023-10-04 21:08:36.160569,14.8,71,1.0,2.0,NW,17.1,OK
2023-10-04 21:08:36.701693,14.8,71,1.0,2.0,NW,17.1,OK
2023-10-04 21:09:24.446420,14.8,71,2.3,2.7,NW,17.1,OK
2023-10-04 21:10:12.161064,14.8,71,2.0,2.7,NW,17.1,OK
2023-10-04 21:11:00.481779,14.8,71,2.3,2.7,NW,17.1,OK
2023-10-04 21:11:48.649719,14.9,70,2.0,2.7,N,17.1,OK
2023-10-04 21:12:36.161586,14.9,70,2.3,2.7,NW,17.1,OK
2023-10-04 21:13:24.157306,15.0,70,1.7,2.3,N,17.1,OK
2023-10-04 21:14:12.375037,15.0,70,1.0,1.3,NW,17.1,OK
2023-10-04 21:15:00.158928,15.0,70,0.6,1.0,N,17.1,OK
2023-10-04 21:15:48.248591,15.0,70,0.6,1.0,N,17.1,OK
2023-10-04 21:16:36.153495,15.0,71,1.0,1.3,NW,17.1,OK
2023-10-04 21:16:36.668634,15.0,71,1.0,1.3,NW,17.1,OK
2023-10-04 21:17:24.459420,14.9,71,0.6,1.3,NW,17.1,OK
2023-10-04 21:18:12.152081,14.9,71,0.6,1.3,SW,17.1,OK
2023-10-04 21:19:00.472795,14.9,71,0.6,1.3,W,17.1,OK
2023-10-04 21:19:48.151808,14.8,71,0.6,1.3,N,17.1,OK
2023-10-04 21:20:36.230401,14.8,71,1.0,1.3,SSW,17.1,OK
2023-10-04 21:21:24.148233,14.8,71,0.6,1.0,N,17.1,OK
2023-10-04 21:21:24.647396,14.8,71,0.6,1.0,N,17.1,OK
2023-10-04 21:22:12.523134,14.7,71,0.6,1.3,WNW,17.1,OK
2023-10-04 21:23:00.145941,14.7,71,1.3,1.7,NE,17.1,OK
2023-10-04 21:23:48.449446,14.7,71,0.6,1.3,SW,17.1,OK
2023-10-04 21:24:36.144278,14.7,71,0.6,1.3,NW,17.1,OK
2023-10-04 21:25:24.428260,14.7,71,1.0,1.3,N,17.1,OK
2023-10-04 21:26:12.620051,14.7,71,1.0,2.0,NNW,17.1,OK
2023-10-04 21:27:48.138387,14.7,71,1.0,1.3,NW,17.1,OK
2023-10-04 21:28:36.280791,14.7,71,0.6,1.0,SE,17.1,OK
2023-10-04 21:29:24.137590,14.7,71,0.6,1.0,NW,17.1,OK
2023-10-04 21:30:12.452057,14.7,70,0.3,1.0,W,17.1,OK
2023-10-04 21:31:00.135794,14.7,70,1.0,1.3,W,17.1,OK
2023-10-04 21:31:48.452283,14.7,70,0.6,1.0,NNW,17.1,OK
2023-10-04 21:32:36.131881,14.7,70,1.0,1.7,SW,17.1,OK
2023-10-04 21:32:36.638096,14.7,70,1.0,1.7,SW,17.1,OK
2023-10-04 21:33:24.264638,14.7,70,0.3,0.6,NW,17.1,OK
2023-10-04 21:34:12.130383,14.7,70,0.6,1.3,NW,17.1,OK
2023-10-04 21:34:12.635393,14.7,70,0.6,1.3,NW,17.1,OK
2023-10-04 21:35:00.307940,14.7,70,2.0,2.7,SSE,17.1,OK
2023-10-04 21:35:48.128705,14.7,70,0.3,0.6,W,17.1,OK
2023-10-04 21:36:36.254205,14.7,70,0.3,0.6,NW,17.1,OK
2023-10-04 21:37:24.125064,14.7,70,0.6,1.3,NW,17.1,OK
2023-10-04 21:37:24.628028,14.7,70,0.6,1.3,NW,17.1,OK
2023-10-04 21:38:12.412642,14.7,70,1.0,1.3,N,17.1,OK
2023-10-04 21:39:00.125436,14.6,70,0.6,1.3,NW,17.1,OK
2023-10-04 21:39:00.648350,14.6,70,0.6,1.3,NW,17.1,OK
2023-10-04 21:39:48.392290,14.6,70,1.0,2.3,SW,17.1,OK
2023-10-04 21:40:36.120655,14.6,70,1.3,2.3,NW,17.1,OK
2023-10-04 21:40:36.656870,14.6,70,1.3,2.3,NW,17.1,OK
2023-10-04 21:42:12.647397,14.6,70,1.0,1.7,NW,17.1,OK
2023-10-04 21:43:00.184001,14.6,70,1.3,2.3,NW,17.1,OK
2023-10-04 21:43:48.116653,14.6,70,1.3,2.3,NW,17.1,OK
2023-10-04 21:44:36.396300,14.6,70,1.7,2.3,NW,17.1,OK
2023-10-04 21:45:24.120097,14.6,70,0.6,1.0,W,17.1,OK
2023-10-04 21:46:12.285846,14.6,69,2.3,3.0,NW,17.1,OK
2023-10-04 21:47:00.113441,14.6,69,2.0,3.0,NNW,17.1,OK
2023-10-04 21:47:00.643592,14.6,69,2.0,3.0,NNW,17.1,OK
2023-10-04 21:47:48.426150,14.7,69,1.7,2.3,NW,17.1,OK
2023-10-04 21:48:36.110975,14.7,69,1.3,2.3,WNW,17.1,OK
2023-10-04 21:49:24.547770,14.7,69,1.3,2.0,NE,17.1,OK
2023-10-04 21:50:12.111647,14.7,69,1.0,1.7,E,17.1,OK
2023-10-04 21:50:12.629617,14.7,69,1.0,1.7,E,17.1,OK
2023-10-04 21:51:00.351400,14.7,69,1.0,1.3,NW,17.1,OK
2023-10-04 21:51:48.109063,14.7,69,0.6,1.3,NE,17.1,OK
2023-10-04 21:52:36.327724,14.6,68,2.3,3.0,W,17.1,OK
2023-10-04 21:53:24.110553,14.7,68,1.7,2.7,NE,17.1,OK
2023-10-04 21:53:24.620545,14.7,68,1.7,2.7,NE,17.1,OK
2023-10-04 21:54:12.379314,14.7,68,1.0,1.7,NW,17.1,OK
2023-10-04 21:55:00.103076,14.6,68,1.7,2.3,SE,17.1,OK
2023-10-04 21:55:48.528651,14.6,68,1.3,2.0,SW,17.1,OK
2023-10-04 21:56:36.581394,14.6,68,0.6,1.0,NW,17.1,OK
2023-10-04 21:57:24.090220,14.6,68,1.0,2.0,W,17.1,OK
2023-10-04 21:58:12.104871,14.6,68,1.7,2.3,N,17.1,OK
2023-10-04 21:59:00.302744,14.6,67,2.3,3.7,WNW,17.1,OK
2023-10-04 21:59:48.100426,14.6,67,1.3,2.0,NE,17.1,OK
2023-10-04 22:00:36.360096,14.6,67,1.0,1.3,N,17.1,OK
2023-10-04 22:01:24.096966,14.6,67,1.3,2.7,NW,17.1,OK
2023-10-04 22:01:24.621952,14.6,67,1.3,2.7,NW,17.1,OK
2023-10-04 22:02:12.387757,14.6,67,2.0,2.7,SW,17.1,OK
2023-10-04 22:03:00.097579,14.6,67,2.0,3.0,N,17.1,OK
2023-10-04 22:03:00.597567,14.6,67,2.0,3.0,N,17.1,OK
2023-10-04 22:03:48.268384,14.6,67,2.0,3.0,NNW,17.1,OK
2023-10-04 22:04:36.092989,14.5,67,1.3,2.0,NE,17.1,OK
2023-10-04 22:04:36.617166,14.5,67,1.3,2.0,NE,17.1,OK
